dataset,run_index,runId,sequenceIndex,generatedSlotIndex,slotTargetDifficulty,chunk,source,candidateType,primaryTag,difficulty,slot_delta,replacementMode,generatedBlueprintName,transitionPressureSeverity,transitionPressureReason,transitionPressureScore,deathsAttributedToSlot
adaptive_off,3,20260429T201349013Z_751836195,2,1,2.3333332538604736,Generated_Gap_Late_Rise2_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.33333325386047363,generated_candidate,Generated_Gap_Late_Rise2,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,3,2,2.5,Generated_Safe_RiseRest_Box2_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-0.5,generated_candidate,Generated_Safe_RiseRest_Box2,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,4,3,2.6666667461395264,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.6666667461395264,none,,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,5,4,2.8333334922790527,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.8333334922790527,none,,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,6,5,3.0,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-1.0,none,,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,7,6,3.1666667461395264,Chunk_ElevatedPlatform_Tilemap,Chunk_ElevatedPlatform_Tilemap,handcrafted,Precision,4.0,0.8333332538604736,none,,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,8,7,3.3333332538604736,Generated_Gap_Centered_Flat_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-0.33333325386047363,generated_candidate,Generated_Gap_Centered_Flat,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,9,8,3.5,Generated_Gap_Centered_Drop_Runtime,Chunk_GapHard_Tilemap,generated_blueprint,Gap,4.0,0.5,generated_candidate,Generated_Gap_Centered_Drop,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,1,0,2.1666667461395264,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,2,1,2.3333332538604736,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-0.33333325386047363,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,3,2,2.5,Generated_Gap_Centered_Flat_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,0.5,generated_candidate,Generated_Gap_Centered_Flat,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,4,3,2.6666667461395264,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,-1.6666667461395264,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,5,4,2.8333334922790527,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.8333334922790527,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,6,5,3.0,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-1.0,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,7,6,3.1666667461395264,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-1.1666667461395264,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,8,7,3.3333332538604736,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.6666667461395264,none,,none,none,0.0,0
adaptive_off,4,20260429T201501886Z_23128106,9,8,3.5,Generated_Precision_ElevatedPlatform_ExitDrop2_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.5,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop2,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,1,0,2.1666667461395264,Generated_Safe_RiseRest_Box2_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-0.16666674613952637,generated_candidate,Generated_Safe_RiseRest_Box2,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,2,1,2.3333332538604736,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.33333325386047363,none,,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,3,2,2.5,Generated_Precision_ElevatedPlatform_ExitRise2_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,1.5,generated_candidate,Generated_Precision_ElevatedPlatform_ExitRise2,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,4,3,2.6666667461395264,Generated_Safe_RiseRest_Box2_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-0.6666667461395264,generated_candidate,Generated_Safe_RiseRest_Box2,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,5,4,2.8333334922790527,Generated_Gap_Centered_Rise_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,0.16666650772094727,generated_candidate,Generated_Gap_Centered_Rise,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,6,5,3.0,Generated_Gap_Centered_Drop_Runtime,Chunk_GapHard_Tilemap,generated_blueprint,Gap,4.0,1.0,generated_candidate,Generated_Gap_Centered_Drop,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,7,6,3.1666667461395264,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-1.1666667461395264,none,,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,8,7,3.3333332538604736,Chunk_Spikes_Tilemap,Chunk_Spikes_Tilemap,handcrafted,Spikes,4.0,0.6666667461395264,none,,none,none,0.0,0
adaptive_off,5,20260429T201536439Z_322409243,9,8,3.5,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.5,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,1,0,2.1666667461395264,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,2,1,2.3333332538604736,Generated_Gap_Centered_Drop2_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,0.6666667461395264,generated_candidate,Generated_Gap_Centered_Drop2,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,3,2,2.5,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-0.5,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,4,3,2.6666667461395264,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.6666667461395264,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,5,4,2.8333334922790527,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.8333334922790527,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,6,5,3.0,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-1.0,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,7,6,3.1666667461395264,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.8333332538604736,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,8,7,3.3333332538604736,Chunk_ElevatedPlatform_Tilemap,Chunk_ElevatedPlatform_Tilemap,handcrafted,Precision,4.0,0.6666667461395264,none,,none,none,0.0,0
adaptive_off,6,20260429T201608035Z_638325750,9,8,3.5,Generated_Gap_Centered_Rise_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-0.5,generated_candidate,Generated_Gap_Centered_Rise,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,1,0,2.1666667461395264,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,2,1,2.3333332538604736,Generated_Gap_Late_Drop_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.33333325386047363,generated_candidate,Generated_Gap_Late_Drop,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,3,2,2.5,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.5,none,,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,4,3,2.6666667461395264,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,0.33333325386047363,none,,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,5,4,2.8333334922790527,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,1.1666665077209473,none,,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,6,5,3.0,Chunk_PrecisionJump_Tilemap,Chunk_PrecisionJump_Tilemap,handcrafted,Precision,4.0,1.0,none,,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,7,6,3.1666667461395264,Generated_Gap_Centered_Drop_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-0.16666674613952637,generated_candidate,Generated_Gap_Centered_Drop,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,8,7,3.3333332538604736,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.6666667461395264,none,,none,none,0.0,0
adaptive_off,7,20260429T201647683Z_1034823137,9,8,3.5,Chunk_ElevatedPlatform_Tilemap,Chunk_ElevatedPlatform_Tilemap,handcrafted,Precision,4.0,0.5,none,,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,1,0,2.1666667461395264,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,2,1,2.3333332538604736,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.33333325386047363,none,,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,3,2,2.5,Generated_Safe_RiseRest_Box3_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-0.5,generated_candidate,Generated_Safe_RiseRest_Box3,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,4,3,2.6666667461395264,Generated_Gap_Centered_Rise2_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,0.33333325386047363,generated_candidate,Generated_Gap_Centered_Rise2,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,5,4,2.8333334922790527,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.8333334922790527,none,,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,6,5,3.0,Generated_Safe_RiseRest_Box2_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-1.0,generated_candidate,Generated_Safe_RiseRest_Box2,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,7,6,3.1666667461395264,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.8333332538604736,none,,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,8,7,3.3333332538604736,Generated_Precision_ElevatedPlatform_ExitDrop2_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.6666667461395264,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop2,none,none,0.0,0
adaptive_off,8,20260429T201722376Z_1381773166,9,8,3.5,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,-0.5,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,1,0,2.1666667461395264,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,2,1,2.3333332538604736,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,-1.3333332538604736,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,3,2,2.5,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.5,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,4,3,2.6666667461395264,Generated_Gap_Late_Rise2_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.6666667461395264,generated_candidate,Generated_Gap_Late_Rise2,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,5,4,2.8333334922790527,Generated_Rest_Runtime,Chunk_Flat_Tilemap,generated_blueprint,Rest,1.0,-1.8333334922790527,generated_candidate,Generated_Rest,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,6,5,3.0,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-1.0,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,7,6,3.1666667461395264,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,8,7,3.3333332538604736,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,-2.3333332538604736,none,,none,none,0.0,0
adaptive_off,9,20260429T201801056Z_1768563843,9,8,3.5,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,-0.5,none,,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,1,0,2.1666667461395264,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,2,1,2.3333332538604736,Generated_Gap_Early_Flat_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.33333325386047363,generated_candidate,Generated_Gap_Early_Flat,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,3,2,2.5,Generated_Safe_RiseRest_Box2_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-0.5,generated_candidate,Generated_Safe_RiseRest_Box2,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,4,3,2.6666667461395264,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.6666667461395264,none,,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,5,4,2.8333334922790527,Generated_Gap_Centered_Flat_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,0.16666650772094727,generated_candidate,Generated_Gap_Centered_Flat,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,6,5,3.0,Generated_Gap_Early_Flat_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-1.0,generated_candidate,Generated_Gap_Early_Flat,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,7,6,3.1666667461395264,Generated_Safe_RiseRest_Box3_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-1.1666667461395264,generated_candidate,Generated_Safe_RiseRest_Box3,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,8,7,3.3333332538604736,Generated_Gap_Centered_Flat_Runtime,Chunk_GapHard_Tilemap,generated_blueprint,Gap,4.0,0.6666667461395264,generated_candidate,Generated_Gap_Centered_Flat,none,none,0.0,0
adaptive_off,10,20260429T201839923Z_2137711260,9,8,3.5,Chunk_PrecisionJump_Tilemap,Chunk_PrecisionJump_Tilemap,handcrafted,Precision,4.0,0.5,none,,none,none,0.0,0
